member_id,lat,lon,stay_datetime,stay_duration_min
M00215,35.688084,139.70485,2024-03-03 11:46:00,24.5
M00127,35.687813,139.700534,2024-03-05 10:13:00,23.8
M00002,35.688532,139.702273,2024-03-07 13:22:00,165.2
M00300,35.693753,139.702567,2024-03-02 23:57:00,501.6
M00081,35.690092,139.703619,2024-03-02 13:54:00,78.9
M00127,35.69319,139.701813,2024-03-04 11:46:00,31.7
M00017,35.688811,139.702403,2024-03-07 11:45:00,95.4
M00131,35.688607,139.702199,2024-03-03 12:41:00,92.8
M00212,35.686115,139.70102,2024-03-06 10:36:00,24.7
M00098,35.688383,139.702585,2024-03-02 13:41:00,109.3
M00043,35.686332,139.70119,2024-03-04 13:48:00,23.2
M00285,35.687698,139.703279,2024-03-03 09:43:00,11.6
M00063,35.695185,139.700686,2024-03-06 20:42:00,453.7
M00042,35.690014,139.703697,2024-03-05 11:17:00,29.3
M00214,35.683811,139.702521,2024-03-04 14:26:00,35.7
M00157,35.68749,139.701449,2024-03-04 11:31:00,16.2
M00032,35.68678,139.697637,2024-03-07 20:45:00,384.9
M00221,35.689421,139.700889,2024-03-01 14:33:00,40.8
M00024,35.684802,139.707141,2024-03-04 15:50:00,51.9
M00061,35.689695,139.70086,2024-03-03 16:42:00,20.1
M00278,35.693067,139.700793,2024-03-04 20:34:00,368.7
M00073,35.694511,139.695171,2024-03-02 23:49:00,466.2
M00033,35.693018,139.701996,2024-03-01 15:20:00,41.1
M00167,35.693186,139.701923,2024-03-07 14:51:00,46.0
M00055,35.686742,139.697518,2024-03-04 22:34:00,506.9
M00123,35.693882,139.701536,2024-03-02 09:27:00,22.8
M00219,35.692169,139.69693,2024-03-02 13:54:00,67.4
M00294,35.688702,139.702158,2024-03-02 12:27:00,60.9
M00066,35.688497,139.702402,2024-03-07 12:25:00,146.0
M00007,35.691855,139.698094,2024-03-03 11:06:00,15.6
M00126,35.688321,139.702227,2024-03-01 10:38:00,22.5
M00131,35.69059,139.701263,2024-03-01 10:38:00,16.7
M00107,35.687896,139.7023,2024-03-05 21:30:00,422.4
M00030,35.688311,139.705007,2024-03-02 12:29:00,11.5
M00119,35.689538,139.699322,2024-03-04 12:28:00,21.3
M00146,35.688435,139.702268,2024-03-04 12:07:00,79.9
M00236,35.694698,139.695035,2024-03-06 21:39:00,414.0
M00003,35.693812,139.701561,2024-03-04 10:49:00,20.9
M00160,35.687257,139.706611,2024-03-05 22:54:00,399.7
M00281,35.687843,139.700564,2024-03-05 11:11:00,22.1
M00012,35.690997,139.70004,2024-03-03 15:26:00,29.7
M00276,35.684099,139.702685,2024-03-03 16:49:00,59.9
M00013,35.690492,139.701288,2024-03-01 12:19:00,12.1
M00057,35.686362,139.701119,2024-03-07 15:26:00,35.5
M00155,35.690579,139.701255,2024-03-02 11:15:00,27.1
M00014,35.690837,139.699873,2024-03-07 14:49:00,32.9
M00038,35.688478,139.702386,2024-03-02 12:33:00,15.3
M00021,35.684897,139.706929,2024-03-07 14:17:00,44.9
M00010,35.688405,139.70222,2024-03-02 11:00:00,30.0
M00235,35.689847,139.703301,2024-03-03 17:48:00,66.6
M00236,35.694553,139.695193,2024-03-07 22:45:00,502.7
M00217,35.68398,139.702566,2024-03-06 11:32:00,39.1
M00282,35.692945,139.70082,2024-03-05 21:25:00,496.1
M00132,35.693761,139.702436,2024-03-07 21:00:00,395.3
M00214,35.686325,139.700822,2024-03-02 17:39:00,36.3
M00262,35.688381,139.702378,2024-03-03 09:02:00,24.7
M00184,35.687474,139.701491,2024-03-07 12:13:00,11.1
M00176,35.692897,139.702095,2024-03-06 11:50:00,16.4
M00220,35.689501,139.699396,2024-03-04 09:40:00,21.3
M00157,35.69171,139.698086,2024-03-04 10:27:00,22.0
M00162,35.686819,139.697583,2024-03-05 20:58:00,400.4
M00208,35.688711,139.705232,2024-03-02 09:04:00,24.7
M00219,35.694526,139.695177,2024-03-06 23:40:00,368.6
M00063,35.688388,139.702302,2024-03-03 11:18:00,74.8
M00175,35.690431,139.70139,2024-03-05 12:16:00,17.9
M00075,35.684199,139.702364,2024-03-05 13:30:00,25.4
M00161,35.689339,139.697333,2024-03-05 20:52:00,362.4
M00204,35.688381,139.70261,2024-03-03 13:07:00,96.0
M00238,35.684129,139.702459,2024-03-06 13:43:00,31.5
M00038,35.695123,139.700624,2024-03-03 23:58:00,403.7
M00292,35.68401,139.702486,2024-03-01 14:03:00,38.9
M00294,35.689309,139.697351,2024-03-04 23:10:00,396.7
M00005,35.687945,139.700654,2024-03-06 11:04:00,34.9
M00033,35.686846,139.703956,2024-03-07 15:49:00,10.9
M00076,35.688366,139.702465,2024-03-05 13:30:00,122.2
M00018,35.684923,139.707039,2024-03-03 11:31:00,38.7
M00039,35.685039,139.707068,2024-03-05 11:15:00,45.7
M00022,35.694588,139.695095,2024-03-03 20:13:00,414.3
M00057,35.694698,139.695105,2024-03-06 22:56:00,428.7
M00096,35.688303,139.702404,2024-03-05 11:53:00,142.3
M00204,35.684122,139.702491,2024-03-04 14:32:00,21.1
M00210,35.686259,139.701025,2024-03-02 14:15:00,26.5
M00239,35.689224,139.697206,2024-03-03 20:39:00,496.0
M00105,35.685131,139.707164,2024-03-05 10:20:00,24.7
M00033,35.687896,139.702191,2024-03-03 22:47:00,446.2
M00266,35.691887,139.69802,2024-03-05 10:38:00,10.1
M00019,35.693885,139.702565,2024-03-05 20:08:00,493.5
M00282,35.68681,139.703837,2024-03-02 14:03:00,20.9
M00272,35.687126,139.706542,2024-03-02 23:56:00,419.5
M00036,35.687444,139.701531,2024-03-06 12:02:00,21.6
M00280,35.692168,139.697115,2024-03-04 13:50:00,51.4
M00161,35.68876,139.702546,2024-03-03 11:24:00,169.1
M00044,35.686895,139.70382,2024-03-02 14:29:00,16.4
M00204,35.684877,139.707138,2024-03-04 15:19:00,32.5
M00004,35.684868,139.70717,2024-03-07 10:00:00,32.4
M00252,35.695147,139.700544,2024-03-03 20:26:00,371.9
M00077,35.695174,139.700625,2024-03-05 21:43:00,486.2
M00188,35.684938,139.707079,2024-03-03 15:48:00,26.4
M00180,35.68837,139.702604,2024-03-04 12:42:00,74.8
M00161,35.691785,139.69795,2024-03-01 11:40:00,15.5
M00252,35.687903,139.700604,2024-03-01 10:01:00,28.2
M00128,35.686869,139.697514,2024-03-02 23:33:00,492.8
M00278,35.693839,139.701506,2024-03-06 11:31:00,21.5
M00255,35.68846,139.702323,2024-03-05 11:57:00,142.4
M00103,35.688176,139.704907,2024-03-02 13:39:00,21.9
M00188,35.689772,139.705257,2024-03-02 21:02:00,536.0
M00287,35.689548,139.699269,2024-03-06 11:43:00,31.7
M00205,35.685157,139.707127,2024-03-02 16:18:00,39.7
M00115,35.693812,139.701631,2024-03-04 10:31:00,29.2
M00026,35.688815,139.702648,2024-03-06 09:53:00,114.9
M00073,35.689336,139.70081,2024-03-01 15:37:00,15.9
M00126,35.688569,139.702221,2024-03-03 12:04:00,122.1
M00296,35.684823,139.70705,2024-03-06 16:36:00,63.5
M00297,35.690898,139.700124,2024-03-04 16:36:00,26.0
M00092,35.683832,139.7026,2024-03-05 16:03:00,53.0
M00126,35.688348,139.702534,2024-03-01 11:35:00,74.8
M00041,35.688825,139.702114,2024-03-07 10:36:00,121.5
M00174,35.689607,139.699371,2024-03-03 10:29:00,33.1
M00010,35.689612,139.701057,2024-03-03 12:01:00,31.9
M00049,35.689394,139.70091,2024-03-04 16:49:00,43.6
M00152,35.688572,139.702403,2024-03-04 12:03:00,121.3
M00296,35.689358,139.700808,2024-03-05 12:41:00,17.9
M00269,35.693006,139.700708,2024-03-05 23:42:00,453.4
M00034,35.693133,139.701871,2024-03-03 16:10:00,23.4
M00095,35.688064,139.705069,2024-03-03 13:39:00,12.3
M00243,35.690477,139.701331,2024-03-04 11:10:00,30.4
M00214,35.688746,139.702641,2024-03-01 12:30:00,96.0
M00286,35.689889,139.705276,2024-03-05 20:29:00,458.0
M00277,35.688269,139.70506,2024-03-04 13:55:00,11.6
M00015,35.686173,139.70105,2024-03-06 14:54:00,24.6
M00147,35.688238,139.705113,2024-03-07 13:01:00,29.9
M00181,35.690592,139.701221,2024-03-02 11:20:00,18.8
M00106,35.694644,139.695113,2024-03-04 20:24:00,520.8
M00300,35.69379,139.702437,2024-03-07 20:12:00,451.5
M00026,35.686958,139.704071,2024-03-03 13:32:00,10.8
M00029,35.688865,139.702172,2024-03-02 11:47:00,176.1
M00163,35.68856,139.702347,2024-03-06 12:16:00,119.7
M00046,35.694529,139.695055,2024-03-05 23:28:00,373.6
M00107,35.68781,139.700503,2024-03-01 11:33:00,27.7
M00015,35.692029,139.696858,2024-03-01 16:35:00,40.2
M00168,35.694691,139.695162,2024-03-05 23:42:00,376.8
M00009,35.693884,139.701533,2024-03-06 11:52:00,32.4
M00273,35.692978,139.700716,2024-03-02 21:44:00,506.3
M00042,35.687524,139.701408,2024-03-03 10:42:00,16.7
M00070,35.688252,139.705045,2024-03-04 11:49:00,23.4
M00158,35.694592,139.695131,2024-03-06 22:21:00,414.8
M00288,35.689598,139.69922,2024-03-05 09:52:00,33.9
M00230,35.6884,139.702346,2024-03-05 12:15:00,12.5
M00085,35.688808,139.702448,2024-03-03 13:08:00,111.7
M00245,35.688405,139.702203,2024-03-04 09:47:00,21.4
M00044,35.688431,139.702409,2024-03-01 11:19:00,171.6
M00095,35.68712,139.706509,2024-03-06 23:39:00,424.0
M00186,35.687228,139.706528,2024-03-07 20:56:00,459.3
M00015,35.695296,139.700592,2024-03-01 23:03:00,393.8
M00259,35.690827,139.693659,2024-03-06 22:39:00,491.0
M00249,35.69185,139.697192,2024-03-02 12:05:00,57.2
M00163,35.689506,139.699319,2024-03-04 11:19:00,16.8
M00234,35.687881,139.702262,2024-03-05 22:57:00,443.4
M00080,35.692155,139.697128,2024-03-02 15:28:00,59.3
M00168,35.694668,139.69515,2024-03-06 23:49:00,438.0
M00207,35.691981,139.697088,2024-03-05 12:44:00,43.7
M00140,35.687245,139.706671,2024-03-05 20:44:00,490.8
M00270,35.687802,139.700632,2024-03-04 10:12:00,15.5
M00049,35.687967,139.700543,2024-03-06 11:57:00,23.4
M00214,35.6897,139.705306,2024-03-03 21:20:00,532.2
M00124,35.688611,139.702388,2024-03-02 13:25:00,113.4
M00058,35.68687,139.697589,2024-03-02 21:53:00,467.1
M00231,35.684003,139.702629,2024-03-05 10:25:00,50.4
M00114,35.688373,139.70489,2024-03-07 13:24:00,16.3
M00090,35.687694,139.70333,2024-03-05 10:56:00,14.2
M00063,35.695298,139.700503,2024-03-04 20:24:00,517.8
M00223,35.688381,139.702324,2024-03-02 13:12:00,31.6
M00259,35.689972,139.703526,2024-03-01 16:42:00,52.7
M00234,35.68799,139.70228,2024-03-06 23:59:00,453.2
M00095,35.687242,139.706631,2024-03-03 21:12:00,411.6
M00042,35.688429,139.702184,2024-03-03 11:33:00,118.1
M00057,35.691,139.700102,2024-03-04 12:10:00,14.1
M00261,35.68847,139.702239,2024-03-03 11:12:00,68.6
M00073,35.688458,139.702351,2024-03-03 11:17:00,139.1
M00038,35.695172,139.700511,2024-03-02 20:55:00,373.1
M00094,35.691064,139.700112,2024-03-03 13:23:00,55.1
M00286,35.687859,139.7006,2024-03-03 09:48:00,10.6
M00025,35.68965,139.700901,2024-03-06 11:18:00,40.5
M00210,35.688707,139.702165,2024-03-03 11:58:00,108.8
M00263,35.687179,139.706612,2024-03-05 22:47:00,534.0
M00010,35.690947,139.699931,2024-03-06 11:01:00,28.0
M00148,35.689316,139.697282,2024-03-05 22:51:00,482.3
M00259,35.690002,139.703368,2024-03-03 12:52:00,55.1
M00150,35.685484,139.706368,2024-03-05 10:11:00,34.5
M00117,35.687903,139.702205,2024-03-07 23:51:00,494.7
M00107,35.687941,139.702259,2024-03-02 22:51:00,481.2
M00185,35.693082,139.700757,2024-03-01 23:59:00,371.6
M00159,35.693015,139.700844,2024-03-06 21:47:00,506.6
M00002,35.695256,139.700539,2024-03-05 21:45:00,372.5
M00119,35.688336,139.702376,2024-03-04 12:56:00,16.5
M00117,35.688057,139.705065,2024-03-06 12:21:00,26.1
M00151,35.690879,139.693638,2024-03-04 20:37:00,463.1
M00125,35.684163,139.702328,2024-03-03 11:47:00,31.3
M00202,35.692898,139.701907,2024-03-03 14:32:00,26.0
M00228,35.689467,139.701041,2024-03-03 13:02:00,15.9
M00298,35.688771,139.70252,2024-03-06 10:46:00,128.3
M00044,35.689974,139.703391,2024-03-06 12:19:00,37.1
M00018,35.685,139.707013,2024-03-01 11:43:00,45.5
M00018,35.694501,139.695056,2024-03-04 20:06:00,402.3
M00006,35.693878,139.702579,2024-03-04 21:40:00,536.4
M00147,35.692143,139.696821,2024-03-06 12:46:00,29.1
M00288,35.684962,139.706832,2024-03-05 11:17:00,22.5
M00111,35.686874,139.703838,2024-03-07 13:14:00,12.8
M00224,35.689911,139.703471,2024-03-02 12:20:00,62.8
M00176,35.691899,139.698099,2024-03-06 10:40:00,23.0
M00003,35.685115,139.707066,2024-03-02 15:08:00,69.9
M00222,35.695244,139.700517,2024-03-04 20:40:00,444.0
M00087,35.689475,139.700898,2024-03-03 11:09:00,38.6
M00209,35.68714,139.706691,2024-03-04 20:24:00,464.4
M00151,35.68849,139.702339,2024-03-04 12:45:00,95.8
M00091,35.689831,139.705342,2024-03-05 21:25:00,434.4
M00125,35.688405,139.702256,2024-03-04 09:12:00,22.3
M00094,35.689846,139.70529,2024-03-02 22:35:00,456.5
M00113,35.686328,139.70112,2024-03-03 15:20:00,34.0
M00016,35.690799,139.693623,2024-03-04 22:21:00,472.2
M00273,35.687835,139.700639,2024-03-02 11:24:00,30.7
M00036,35.690444,139.701242,2024-03-04 11:04:00,10.8
M00258,35.688372,139.702554,2024-03-05 13:13:00,69.4
M00143,35.693786,139.702416,2024-03-04 21:23:00,449.8
M00249,35.687288,139.706535,2024-03-05 20:16:00,465.4
M00278,35.687013,139.704028,2024-03-01 10:40:00,14.3
M00237,35.684845,139.707031,2024-03-03 11:37:00,16.7
M00070,35.684823,139.706972,2024-03-02 13:46:00,36.5
M00281,35.686871,139.697683,2024-03-03 20:52:00,516.8
M00092,35.68846,139.702616,2024-03-07 11:24:00,161.2
M00249,35.687996,139.700698,2024-03-04 12:16:00,13.2
M00005,35.689613,139.700833,2024-03-03 11:32:00,16.7
M00071,35.68937,139.701106,2024-03-07 09:57:00,12.8
M00035,35.687907,139.700514,2024-03-03 11:30:00,30.6
M00139,35.686324,139.700936,2024-03-04 12:45:00,25.8
M00220,35.692064,139.696842,2024-03-07 14:05:00,79.2
M00147,35.687895,139.700568,2024-03-05 09:51:00,25.2
M00063,35.69093,139.699992,2024-03-04 15:53:00,24.3
M00236,35.688187,139.705011,2024-03-06 18:20:00,29.2
M00057,35.68881,139.702699,2024-03-04 12:43:00,95.0
M00234,35.688701,139.702349,2024-03-04 12:10:00,173.8
M00222,35.693132,139.701858,2024-03-06 12:53:00,32.6
M00124,35.695254,139.700554,2024-03-01 20:12:00,380.1
M00226,35.688695,139.702601,2024-03-06 12:23:00,163.5
M00008,35.687986,139.70218,2024-03-04 23:00:00,453.6
M00250,35.69464,139.695005,2024-03-02 20:28:00,449.3
M00181,35.692906,139.702038,2024-03-02 12:01:00,25.7
M00095,35.691981,139.697053,2024-03-03 12:17:00,37.5
M00275,35.687907,139.700544,2024-03-07 11:33:00,13.7
M00133,35.687137,139.706528,2024-03-01 21:47:00,371.7
M00039,35.690408,139.701336,2024-03-07 11:10:00,31.1
M00247,35.688499,139.702475,2024-03-04 12:26:00,162.1
M00041,35.689557,139.699261,2024-03-07 10:06:00,14.7
M00082,35.69086,139.693771,2024-03-01 23:13:00,421.5
M00213,35.691128,139.699879,2024-03-03 16:17:00,36.3
M00226,35.684017,139.702305,2024-03-05 13:48:00,37.2
M00030,35.689348,139.701167,2024-03-05 12:55:00,11.9
M00133,35.693151,139.702165,2024-03-03 11:33:00,34.9
M00012,35.689293,139.697305,2024-03-03 22:21:00,410.3
M00277,35.687273,139.706578,2024-03-07 20:42:00,375.2
M00244,35.692943,139.700746,2024-03-04 21:12:00,496.8
M00156,35.688373,139.702505,2024-03-05 13:09:00,110.5
M00242,35.688464,139.702118,2024-03-05 11:51:00,128.2
M00137,35.687865,139.700557,2024-03-05 10:13:00,17.0
M00065,35.693821,139.702542,2024-03-04 21:06:00,434.9
M00045,35.691948,139.69697,2024-03-07 12:52:00,47.4
M00115,35.689586,139.699278,2024-03-06 10:35:00,21.5
M00007,35.690475,139.701219,2024-03-01 10:23:00,15.3
M00101,35.692905,139.700749,2024-03-05 20:58:00,439.5
M00041,35.688361,139.702587,2024-03-05 12:15:00,105.1
M00280,35.689406,139.700963,2024-03-03 11:14:00,18.1
M00145,35.686933,139.704131,2024-03-03 14:04:00,24.8
M00077,35.691865,139.697025,2024-03-04 10:24:00,42.9
M00268,35.688448,139.702176,2024-03-05 12:06:00,129.2
M00249,35.68839,139.702386,2024-03-07 11:57:00,11.1
M00289,35.689596,139.700913,2024-03-04 15:53:00,40.4
M00266,35.689632,139.699284,2024-03-03 10:22:00,18.8
M00094,35.687466,139.701529,2024-03-06 11:27:00,31.8
M00193,35.689414,139.701055,2024-03-05 15:57:00,35.6
M00253,35.688734,139.705321,2024-03-07 11:37:00,20.5
M00131,35.688264,139.705192,2024-03-02 11:09:00,25.7
M00086,35.688317,139.702435,2024-03-03 13:15:00,166.8
M00108,35.686923,139.703978,2024-03-02 12:17:00,13.0
M00262,35.683865,139.702539,2024-03-04 12:35:00,57.7
M00211,35.688433,139.702348,2024-03-05 11:18:00,21.9
M00029,35.687859,139.702174,2024-03-02 21:39:00,411.4
M00113,35.687942,139.700651,2024-03-04 09:31:00,23.9
M00192,35.688783,139.702487,2024-03-02 11:50:00,148.0
M00029,35.689872,139.703465,2024-03-03 16:50:00,68.3
M00110,35.687777,139.703334,2024-03-01 10:36:00,17.2
M00234,35.686043,139.700855,2024-03-05 11:48:00,14.3
M00003,35.693044,139.700792,2024-03-07 23:52:00,372.5
M00051,35.689646,139.699288,2024-03-06 09:09:00,10.6
M00122,35.687627,139.703385,2024-03-05 10:49:00,13.2
M00079,35.685367,139.706233,2024-03-04 10:30:00,16.5
M00059,35.688304,139.702288,2024-03-04 10:52:00,29.8
M00218,35.691035,139.69998,2024-03-06 12:30:00,21.1
M00193,35.689787,139.705392,2024-03-03 23:46:00,440.1
M00227,35.68921,139.697331,2024-03-05 22:54:00,372.5
M00215,35.690502,139.701258,2024-03-05 11:26:00,24.7
M00094,35.689822,139.705253,2024-03-03 23:11:00,467.1
M00024,35.688788,139.702291,2024-03-05 13:12:00,143.8
M00178,35.68952,139.699357,2024-03-03 10:11:00,14.3
M00027,35.684952,139.707007,2024-03-01 12:23:00,48.6
M00255,35.688752,139.705313,2024-03-04 10:50:00,22.5
M00132,35.688245,139.704891,2024-03-07 14:10:00,20.0
M00153,35.685465,139.70629,2024-03-06 10:14:00,14.4
M00260,35.686974,139.704072,2024-03-04 12:56:00,13.5
M00030,35.691751,139.697906,2024-03-05 12:24:00,16.9
M00146,35.694604,139.695111,2024-03-03 23:00:00,377.4
M00089,35.688447,139.702107,2024-03-05 11:48:00,128.0
M00235,35.685415,139.706275,2024-03-04 09:05:00,33.0
M00133,35.688406,139.702267,2024-03-05 11:01:00,17.8
M00095,35.685076,139.707178,2024-03-05 11:53:00,11.1
M00008,35.68834,139.702361,2024-03-03 10:11:00,28.2
M00290,35.688644,139.70223,2024-03-05 11:57:00,94.5
M00293,35.687209,139.706605,2024-03-03 23:35:00,492.9
M00147,35.688657,139.70269,2024-03-06 13:33:00,139.5
M00264,35.69092,139.70015,2024-03-05 11:59:00,18.6
M00082,35.688453,139.702407,2024-03-01 12:17:00,81.8
M00087,35.691074,139.700057,2024-03-02 14:34:00,21.6
M00219,35.690076,139.703443,2024-03-03 11:47:00,69.6
M00050,35.686742,139.697604,2024-03-02 23:46:00,531.6
M00039,35.691171,139.700173,2024-03-02 16:08:00,20.3
M00229,35.687201,139.706683,2024-03-06 23:25:00,438.3
M00252,35.688493,139.702338,2024-03-04 12:25:00,31.4
M00111,35.692884,139.701851,2024-03-05 10:22:00,36.0
M00020,35.687224,139.706672,2024-03-01 22:24:00,539.0
M00023,35.689767,139.705286,2024-03-03 22:55:00,534.8
M00031,35.689885,139.705288,2024-03-01 22:55:00,489.3
M00298,35.688455,139.702227,2024-03-01 12:59:00,29.3
M00061,35.688491,139.70233,2024-03-05 11:26:00,31.3
M00194,35.690435,139.701375,2024-03-07 10:53:00,27.2
M00148,35.688395,139.702195,2024-03-03 14:00:00,86.8
M00152,35.692127,139.69691,2024-03-02 12:35:00,26.0
M00069,35.690423,139.701386,2024-03-01 11:20:00,15.1
M00044,35.688073,139.704928,2024-03-05 13:52:00,22.3
M00121,35.688489,139.702641,2024-03-07 12:26:00,81.7
M00114,35.688272,139.705127,2024-03-05 15:49:00,25.0
M00096,35.689642,139.699397,2024-03-05 10:23:00,18.1
M00299,35.689345,139.697229,2024-03-04 20:27:00,382.2
M00189,35.687679,139.703258,2024-03-05 10:42:00,16.5
M00014,35.693098,139.702052,2024-03-05 14:48:00,21.2
M00176,35.687552,139.701551,2024-03-01 11:25:00,12.0
M00018,35.694521,139.69508,2024-03-02 22:37:00,428.6
M00252,35.69044,139.701279,2024-03-04 11:51:00,25.1
M00073,35.687896,139.700677,2024-03-03 10:05:00,27.1
M00031,35.690064,139.70354,2024-03-03 14:19:00,59.9
M00086,35.690077,139.703316,2024-03-03 12:47:00,12.8
M00299,35.68514,139.70712,2024-03-06 11:55:00,30.8
M00300,35.69102,139.699953,2024-03-07 10:47:00,26.3
M00009,35.688333,139.702205,2024-03-06 13:57:00,122.6
M00264,35.690536,139.701347,2024-03-05 11:14:00,33.8
M00249,35.689985,139.703341,2024-03-05 12:02:00,81.2
M00117,35.688622,139.705224,2024-03-03 09:01:00,14.4
M00088,35.688858,139.702122,2024-03-01 12:37:00,171.2
M00164,35.693811,139.701646,2024-03-02 09:58:00,32.8
M00108,35.688678,139.705297,2024-03-04 11:42:00,28.2
M00234,35.687859,139.700637,2024-03-05 10:23:00,13.5
M00003,35.689528,139.699223,2024-03-03 09:42:00,34.9
M00064,35.691191,139.699875,2024-03-03 12:25:00,10.3
M00138,35.688367,139.704886,2024-03-06 13:06:00,13.8
M00299,35.689314,139.697362,2024-03-03 20:56:00,493.7
M00248,35.687982,139.700641,2024-03-05 09:51:00,17.5
M00046,35.684943,139.706991,2024-03-04 14:26:00,37.1
M00189,35.688417,139.702362,2024-03-06 12:19:00,61.9
M00149,35.68961,139.70106,2024-03-06 13:20:00,17.9
M00062,35.693888,139.702404,2024-03-04 23:32:00,466.0
M00276,35.690857,139.700185,2024-03-04 16:53:00,35.7
M00241,35.690452,139.701358,2024-03-06 11:11:00,17.1
M00298,35.688393,139.704947,2024-03-04 12:05:00,13.5
M00050,35.683958,139.702599,2024-03-02 09:42:00,11.1
M00194,35.686914,139.703882,2024-03-05 15:56:00,13.3
M00294,35.68834,139.702324,2024-03-02 11:34:00,13.3
M00126,35.68607,139.700841,2024-03-02 10:10:00,13.0
M00136,35.687298,139.706549,2024-03-02 21:54:00,456.4
M00279,35.691921,139.697197,2024-03-05 12:52:00,66.5
M00036,35.687975,139.702295,2024-03-06 22:07:00,392.1
M00119,35.689528,139.699382,2024-03-03 10:38:00,27.4
M00056,35.692132,139.697018,2024-03-05 12:44:00,40.5
M00260,35.687988,139.702118,2024-03-05 23:37:00,398.5
M00271,35.689845,139.705246,2024-03-05 20:06:00,482.6
M00296,35.687205,139.70653,2024-03-05 23:33:00,450.6
M00127,35.688622,139.702493,2024-03-05 11:18:00,131.1
M00211,35.687749,139.703321,2024-03-05 10:45:00,24.2
M00191,35.687692,139.703244,2024-03-03 10:01:00,20.2
M00045,35.687228,139.70651,2024-03-04 23:31:00,390.1
M00212,35.688657,139.70268,2024-03-05 12:26:00,81.9
M00036,35.688358,139.702347,2024-03-06 12:36:00,20.6
M00015,35.688208,139.70512,2024-03-07 11:39:00,27.5
M00234,35.688,139.700697,2024-03-03 12:37:00,15.2
M00065,35.693804,139.702507,2024-03-05 21:30:00,525.7
M00088,35.688465,139.702341,2024-03-02 10:28:00,91.0
M00096,35.688358,139.702213,2024-03-04 10:44:00,101.1
M00004,35.687817,139.700583,2024-03-06 10:35:00,21.1
M00015,35.688545,139.702231,2024-03-04 12:19:00,165.5
M00285,35.68678,139.697697,2024-03-07 21:03:00,491.4
M00081,35.692916,139.702153,2024-03-02 12:33:00,20.3
M00103,35.690884,139.693711,2024-03-01 21:00:00,391.0
M00108,35.687949,139.700515,2024-03-03 10:59:00,33.2
M00214,35.68624,139.7009,2024-03-06 15:18:00,32.9
M00255,35.689853,139.70525,2024-03-04 21:56:00,481.2
M00093,35.68795,139.702295,2024-03-04 20:01:00,443.7
M00065,35.688656,139.705239,2024-03-06 12:01:00,22.0
M00055,35.68677,139.697616,2024-03-02 22:11:00,364.7
M00250,35.688352,139.702368,2024-03-02 11:27:00,23.1
M00005,35.683995,139.702496,2024-03-03 12:11:00,23.2
M00193,35.688382,139.705091,2024-03-05 16:27:00,28.5
